省份,城市,区县,一级场景类型,二级场景类型,场点名称,2019年6月前网络覆盖情况,场点编号,场点边界,获取方式,数据来源,场点在网站中的ID,初核结果（通过/未通过）,未通过审核原因,网优复核结果（通过/未通过）,是否是规划站（是/否）,是否有楼宇信息（是/否）
湖南省,益阳市,赫山区,住宅,大型住宅小区-高层,金鑫怡苑,,湖南省-益阳市-赫山区-住宅-大型住宅小区-高层-金鑫怡苑,"{[112.33526747565,28.5760532623108];[112.335204600366,28.5761033584078];[112.33513773434,28.5761404680258];[112.334485077125,28.5760877291928];[112.334455145812,28.5759988266651];[112.334363362831,28.5756481612048];[112.334626820678,28.5756656534264];[112.334641806811,28.5754587195824];[112.334704683046,28.5753946296418];[112.334867346928,28.575425307296];[112.334886310005,28.5754012823356];[112.334984108049,28.5754190889012];[112.335020032297,28.5754450090062];[112.33546710895,28.5755371205933];[112.33526747565,28.5760532623108]}",网站爬取,高德地图,B02E10MM4A,,,,,
湖南省,益阳市,赫山区,住宅,大型住宅小区-多层,巴黎馨苑,,湖南省-益阳市-赫山区-住宅-大型住宅小区-多层-巴黎馨苑,"{[112.36199819683753,28.58756428029251];[112.36153196543592,28.586300487728174];[112.36163882511346,28.586147417689773];[112.36168177692285,28.58598743563016];[112.36174069926473,28.58590939422486];[112.36157196979508,28.585551784422787];[112.36158794906609,28.58552577538168];[112.36206228631752,28.585375220384044];[112.36306191500597,28.585042079872036];[112.36365311954118,28.584845419228103];[112.36372601871332,28.584864318404843];[112.36425125860205,28.58547337630127];[112.36485639243858,28.58620028904395];[112.36491630662893,28.5862811778059];[112.36474452743735,28.586359352042052];[112.36457874950413,28.586337566533388];[112.36447988131067,28.58633768872611];[112.36403546374653,28.58651016129361];[112.36372985944543,28.586734440281695];[112.36337333701644,28.586850837315378];[112.36297986811078,28.586990274799515];[112.36296888086477,28.58702027484937];[112.36305774040314,28.587232061585812];[112.36303276992118,28.587293064987865];[112.36215497818597,28.58752509318699];[112.36199819683753,28.58756428029251]}",网站爬取,高德地图,B02E10MM3P,,,,,
湖南省,益阳市,赫山区,住宅,大型住宅小区-多层,怡园小区(江海路),,湖南省-益阳市-赫山区-住宅-大型住宅小区-多层-怡园小区(江海路),"{[112.342506107513,28.5606766355831];[112.343521102284,28.5606467956864];[112.343464287972,28.5597452922879];[112.342938324489,28.5597772373985];[112.342948281353,28.5600640942038];[112.342401363735,28.5600850856399];[112.342420289994,28.5605278577684];[112.342447229987,28.5606077735104];[112.342506107513,28.5606766355831]}",网站爬取,高德地图,B02E10MES9,,,,,
湖南省,益阳市,资阳区,学校校园,二类高校,益阳职业技术学院,,湖南省-益阳市-资阳区-学校校园-二类高校-益阳职业技术学院,"{[112.242480728041,28.6876040755408];[112.242814882361,28.6875991672936];[112.244234480094,28.6876284802057];[112.244255476363,28.6877763959787];[112.244388525103,28.6878124013927];[112.245188818671,28.6878235428462];[112.245223849821,28.6875896887663];[112.245371901667,28.687581718089];[112.246337209147,28.6876188356174];[112.246348222307,28.6874969099742];[112.246203206423,28.6871490993462];[112.246203220882,28.6869702063033];[112.246321275733,28.6867353619217];[112.246605410543,28.686104773048];[112.246884535121,28.6855401408094];[112.247260669579,28.6851264244216];[112.247555759706,28.6849385616393];[112.247764839738,28.6845767929213];[112.247710831803,28.6845148258271];[112.245608290374,28.683758035492];[112.244668987231,28.6834090812874];[112.243815677361,28.6831080843712];[112.243579500247,28.6840864499208];[112.243525466248,28.6842253548189];[112.24310425046,28.6846450038142];[112.242312809988,28.685610220348];[112.241869550843,28.6861587660534];[112.241592365696,28.6867343391306];[112.241598339887,28.6870911277021];[112.241844439004,28.6873890235063];[112.242014513323,28.6875040045029];[112.242205602543,28.6875440351977];[112.242480728041,28.6876040755408]}",网站爬取,高德地图,B02E100W4A,,,,,
湖南省,益阳市,赫山区,党政机关,政府部门（对公）,赫山区政务服务中心,,湖南省-益阳市-赫山区-党政机关-政府部门（对公）-赫山区政务服务中心,"{[112.385733,28.572097];[112.385888,28.572103];[112.385957,28.571778];[112.385803,28.571786];[112.385733,28.572097]}",网站爬取,高德地图,B02E100W14,,,,,
湖南省,益阳市,赫山区,学校校园,二类高校,湘穗科技工程学校,,湖南省-益阳市-赫山区-学校校园-二类高校-湘穗科技工程学校,"{[112.398711939753,28.5596256512133];[112.399030921925,28.5593427262603];[112.399475844144,28.5596895155667];[112.399877838198,28.5593216290996];[112.398910001096,28.5585640823144];[112.398669015908,28.5587730287913];[112.398443064359,28.5585801496718];[112.397969101807,28.5590510302062];[112.398711939753,28.5596256512133]}",网站爬取,高德地图,B02E100VV1,,,,,
湖南省,益阳市,赫山区,学校校园,二类高校,益阳医学高等专科学校,,湖南省-益阳市-赫山区-学校校园-二类高校-益阳医学高等专科学校,"{[112.39360387627616,28.53827680056442];[112.39361453909785,28.54235714760457];[112.3883957616424,28.54205153086174];[112.38842277305304,28.5417976247115];[112.3882318549427,28.541627761536652];[112.38804695705582,28.5412059999587];[112.38800199673048,28.540926130057045];[112.38798803739493,28.540495309825793];[112.38634470801429,28.540521961689954];[112.38642282568493,28.538670675169424];[112.38657777247793,28.53848868163296];[112.38680068619063,28.538368635601486];[112.39360387627616,28.53827680056442]}",网站爬取,高德地图,B02E100VAC,,,,,
湖南省,益阳市,赫山区,住宅,大型住宅小区-多层,益阳碧桂园,,湖南省-益阳市-赫山区-住宅-大型住宅小区-多层-益阳碧桂园,"{[112.36925639121986,28.53187759007988];[112.36925611874828,28.535194278995714];[112.36996304600166,28.538349259897085];[112.37152531958112,28.538305664156304];[112.37157735174833,28.537234041889395];[112.37253034029014,28.537286080423133];[112.37287900801307,28.53695387730229];[112.37323766188715,28.536725627364866];[112.37350044450135,28.536157607149388];[112.37355142911284,28.535725731696495];[112.3734745392637,28.535320964756178];[112.37357046901734,28.535009998737014];[112.37391314590751,28.5348127594721];[112.37409499029363,28.534538701435185];[112.37436273772009,28.534449493367205];[112.37480232913407,28.534305156548367];[112.37575144083081,28.53439329495808];[112.37720115646819,28.534516048130822];[112.3778116479006,28.53449357612254];[112.37862699922123,28.53438999698974];[112.37916157693452,28.534471571811018];[112.37926248595792,28.534640431891145];[112.37856794696371,28.535591563551222];[112.37832808760643,28.536203499956976];[112.37820614376199,28.536712389224274];[112.37813614527188,28.53738117491267];[112.37818404293432,28.53815382833592];[112.38535738128671,28.53797943895061];[112.38578618285082,28.537876279198848];[112.38599010681848,28.537640280870917];[112.3860333126244,28.53489835586523];[112.38180765582506,28.535023571720213];[112.38178679508403,28.53349718971523];[112.38171987971327,28.533000427626575];[112.38167792895365,28.532736557943792];[112.38175489811412,28.532498603640676];[112.38186184387165,28.53231161086258];[112.38195179219834,28.532232586458743];[112.38199178117974,28.532053632291074];[112.38196480824975,28.531935695236715];[112.38190485674184,28.531816778909604];[112.38174401779636,28.531131147807873];[112.38195790099483,28.530863120366018];[112.38205988223531,28.53029528001805];[112.3820229727832,28.52948261978009];[112.38192605434682,28.529249770042536];[112.38169620100811,28.529285898694013];[112.38102563808523,28.529440266863112];[112.38065588296298,28.529580455966226];[112.37976649608504,28.529919931724315];[112.37906401775155,28.530026392253866];[112.3779549015392,28.52998424008654];[112.37727944867167,28.530159700826243];[112.37670493127668,28.530282116720226];[112.3753331436526,28.530516182309356];[112.37509734633565,28.530720308340317];[112.37480760306447,28.530915487721];[112.37378158890537,28.531005382971724];[112.3725787950135,28.531148465989222];[112.37083166484082,28.531150211073697];[112.37026428335555,28.53132073396386];[112.36925639121986,28.53187759007988]}",网站爬取,高德地图,B02E100V8W,,,,,
湖南省,益阳市,赫山区,宾馆酒店区,五星级及以上宾馆酒店,汇源大酒店(海棠路),,湖南省-益阳市-赫山区-宾馆酒店区-五星级及以上宾馆酒店-汇源大酒店(海棠路),"{[112.336886236651,28.5629540853327];[112.337259477646,28.5629403891392];[112.337261448355,28.5632502490593];[112.337085797686,28.5633515347988];[112.336957059163,28.5633607729866];[112.336273450837,28.5633940466222];[112.336221559085,28.5633661568262];[112.336187637414,28.5632552696808];[112.336190645781,28.563077342329];[112.33650400723,28.563062757645];[112.336515988085,28.5629977636572];[112.336876255115,28.562977094003];[112.336886236651,28.5629540853327]}",网站爬取,高德地图,B02E100V8F,,,,,
湖南省,益阳市,赫山区,党政机关,政府部门（对公）,益阳市人力资源和社会保障局,,湖南省-益阳市-赫山区-党政机关-政府部门（对公）-益阳市人力资源和社会保障局,"{[112.357698,28.567991];[112.358254,28.567980];[112.358181,28.567413];[112.357634,28.567459];[112.357698,28.567991]}",网站爬取,高德地图,B02E100V6A,,,,,
湖南省,益阳市,赫山区,党政机关,政府部门（对公）,益阳市公安局交通警察支队直属一大队,,湖南省-益阳市-赫山区-党政机关-政府部门（对公）-益阳市公安局交通警察支队直属一大队,"{[112.341686,28.569243];[112.341777,28.569237];[112.341753,28.569127];[112.341632,28.569144];[112.341686,28.569243]}",网站爬取,高德地图,B02E100V50,,,,,
湖南省,益阳市,赫山区,住宅,大型住宅小区-高层,北美阳光城,,湖南省-益阳市-赫山区-住宅-大型住宅小区-高层-北美阳光城,"{[112.3568723430965,28.581875031870375];[112.35725277359289,28.5815406343073];[112.35790579439299,28.58110589631586];[112.35799166688382,28.58104480190632];[112.35794873812507,28.58098389119653];[112.35778001349311,28.580807213703235];[112.35752542760824,28.580576685106024];[112.35722591059108,28.580386204711605];[112.35698529772465,28.580266608451417];[112.35649508350826,28.58012139043097];[112.35616261564351,28.580079898132578];[112.3556164916538,28.58007071116401];[112.35548570494673,28.58004091966481];[112.35476788155584,28.579907058029338];[112.35462411864272,28.57988328615854];[112.35450830984355,28.579866469227944];[112.35448334751487,28.579906488698715];[112.35455920107513,28.580174250804205];[112.35458315040142,28.58031315072274];[112.35453221859903,28.580499142351112];[112.35459610878655,28.580561017155006];[112.35519510364867,28.58090995450918];[112.35538579085856,28.580958646792393];[112.35596185172136,28.581109720908994];[112.35597682348617,28.58116167483171];[112.35594886018437,28.581259671038225];[112.35591590153493,28.581398655750085];[112.3558989228163,28.581470647693482];[112.35590291420115,28.581497629340635];[112.35649295335102,28.58174464618736];[112.3568723430965,28.581875031870375]}",网站爬取,高德地图,B02E100V2W,,,,,
湖南省,益阳市,赫山区,医院,三甲及以上医院,益阳市第一中医医院,,湖南省-益阳市-赫山区-医院-三甲及以上医院-益阳市第一中医医院,"{[112.371857617981,28.5726235812984];[112.37231805799,28.572331171753];[112.372229185248,28.5721473590229];[112.37264767167,28.5720009373648];[112.37327390575,28.571892266976];[112.374166835783,28.5717663201104];[112.374249707981,28.5721190687807];[112.373713345923,28.5721906347485];[112.373646415979,28.5723246494246];[112.373625432715,28.5724306250907];[112.373635395064,28.5727414730362];[112.373335758722,28.5727588043326];[112.373089086919,28.5724522246359];[112.372389921249,28.5728938328505];[112.37216819095,28.5730160370652];[112.371857617981,28.5726235812984]}",网站爬取,高德地图,B02E100USO,,,,,
湖南省,益阳市,赫山区,商业购物区,大型商业购物区,富桥大市场,,湖南省-益阳市-赫山区-商业购物区-大型商业购物区-富桥大市场,"{[112.343514843203,28.5517276483877];[112.343718442348,28.5517242795981];[112.343718446992,28.5516673037773];[112.343777331089,28.5516671968437];[112.343730551989,28.5500899496378];[112.343472060781,28.5500964169886];[112.343514843203,28.5517276483877]}",网站爬取,高德地图,B02E100ULE,,,,,
湖南省,益阳市,赫山区,宾馆酒店区,五星级及以上宾馆酒店,益阳佳宁娜国际酒店,,湖南省-益阳市-赫山区-宾馆酒店区-五星级及以上宾馆酒店-益阳佳宁娜国际酒店,"{[112.352555231218,28.5568895774638];[112.35388283932,28.5568223943892];[112.354247187309,28.5568307897534];[112.354466791917,28.5568824065167];[112.354557625045,28.5569482290881];[112.354723243183,28.5580214936675];[112.352619024515,28.5579969915356];[112.352555231218,28.5568895774638]}",网站爬取,高德地图,B02E100U4F,,,,,
湖南省,益阳市,赫山区,住宅,大型住宅小区-高层,领秀CBD,,湖南省-益阳市-赫山区-住宅-大型住宅小区-高层-领秀CBD,"{[112.346217538008,28.5642883363323];[112.346229541444,28.563962458802];[112.346623778715,28.5639827476707];[112.346627772081,28.5639697463073];[112.347174717572,28.5640027613429];[112.34718270568,28.5639607657372];[112.347297484854,28.5639695587908];[112.347342386795,28.5641164145801];[112.347411245835,28.5642272439556];[112.347469128655,28.5643051073304];[112.347448152452,28.5645050560131];[112.347123775435,28.5644906360471];[112.347128772303,28.5644116621025];[112.346774454982,28.5643922990301];[112.346771466701,28.5643193365754];[112.346217538008,28.5642883363323]}",网站爬取,高德地图,B02E100TI9,,,,,
湖南省,益阳市,赫山区,住宅,大型住宅小区-高层,鑫天国际,,湖南省-益阳市-赫山区-住宅-大型住宅小区-高层-鑫天国际,"{[112.354203223303,28.5695572591974];[112.355030760061,28.5694819371931];[112.354976899781,28.5689382688144];[112.354165338022,28.5689825793602];[112.354203223303,28.5695572591974]}",网站爬取,高德地图,B02E100TI3,,,,,
湖南省,益阳市,赫山区,学校校园,二类高校,湖南工艺美术职业学院,,湖南省-益阳市-赫山区-学校校园-二类高校-湖南工艺美术职业学院,"{[112.3312469741674,28.58067946548088];[112.33124707505324,28.57944403259437];[112.33125506552489,28.579361055544044];[112.33121714737511,28.579307151803835];[112.32963040124125,28.57924918137904];[112.32980114523976,28.578095385135704];[112.3298440841403,28.577765454261243];[112.32985508047103,28.577534538692216];[112.32985508781378,28.577444579673912];[112.32988702500992,28.577411534176807];[112.32998882011566,28.577364362701545];[112.33008562396056,28.57733619208766];[112.33027822929687,28.577335827430435];[112.33030517679575,28.57730279145352];[112.33045994962379,28.576204997673095];[112.3304200411452,28.576085127609826];[112.3303691516484,28.57600825881478];[112.33024640502899,28.575984501997507];[112.32946501419494,28.575906019185958];[112.32850000382396,28.575836884941754];[112.32838623677613,28.575852094614575];[112.32839124811487,28.575587205151646];[112.32766574467712,28.575565597400452];[112.32755594843518,28.57584268121675];[112.32755092423564,28.57626549894093];[112.32741220510215,28.57632973442553];[112.32715468753935,28.576927954010706];[112.3268872041811,28.577362267078243];[112.32659670283508,28.578601256663788];[112.32714056953216,28.578728159773963];[112.32735017031499,28.578320945835724];[112.3286804048319,28.578622273301686];[112.32872330717215,28.578737139154686];[112.32871930608519,28.578851094634068];[112.3287202679792,28.579292890527668];[112.3288060849188,28.579372690732797];[112.32974812426733,28.579681759760696];[112.33053449423572,28.57990616710761];[112.33075404074998,28.57995772822726];[112.330591314563,28.580680703713465];[112.3312469741674,28.58067946548088]}",网站爬取,高德地图,B02E100P92,,,,,
湖南省,益阳市,赫山区,公共场所,5A级景区,益阳奥林匹克公园,,湖南省-益阳市-赫山区-公共场所-5A级景区-益阳奥林匹克公园,"{[112.354092775867,28.5530096832276];[112.354032888562,28.5529408113771];[112.346856215014,28.5531720260752];[112.346659587961,28.5532403461995];[112.346496687769,28.5558615129607];[112.346522623769,28.5560323932573];[112.346668319804,28.5563150123971];[112.34679705934,28.5564687174267];[112.347079503026,28.5566321459994];[112.347242185992,28.5566918322463];[112.354256202908,28.5564439417666];[112.354409937444,28.5563407334827];[112.354538729428,28.5560836328377];[112.354092775867,28.5530096832276]}",网站爬取,高德地图,B02E100JQJ,,,,,
湖南省,益阳市,资阳区,学校校园,二类高校,益阳国基实验学校,,湖南省-益阳市-资阳区-学校校园-二类高校-益阳国基实验学校,"{[112.237889184593,28.6745221622285];[112.237910181252,28.6747360467601];[112.237956198248,28.6749029696697];[112.238153277791,28.6755216944563];[112.23863257315,28.6756798055295];[112.238648554674,28.6760336052724];[112.238638494702,28.676697212631];[112.238649474272,28.6770360186593];[112.238680445377,28.6776356797798];[112.238691330311,28.6791447972757];[112.237834772998,28.6791684156111];[112.237743717297,28.6791044125979];[112.237729718326,28.6789754821945];[112.237182346968,28.6789472474971];[112.237011240905,28.6787822637401];[112.23700232251,28.677694898419];[112.236549000396,28.6776906814258];[112.236489994049,28.6772419155854];[112.236498010102,28.6771149939681];[112.236538053311,28.6769381174105];[112.236296903429,28.6766251808359];[112.236202851896,28.6764092599249];[112.236189857923,28.6762163662625];[112.236323982089,28.675896620802];[112.236986474581,28.6756750740003];[112.237542876698,28.6754544623113];[112.237367801038,28.6749116988901];[112.23726874981,28.6747017754091];[112.237889184593,28.6745221622285]}",网站爬取,高德地图,B02E100JMG,,,,,
湖南省,益阳市,赫山区,医院,三甲及以上医院,益阳市赫山区妇幼保健院,,湖南省-益阳市-赫山区-医院-三甲及以上医院-益阳市赫山区妇幼保健院,"{[112.368874386688,28.5749731853247];[112.368086479138,28.5748972351437];[112.368062496224,28.5750991741902];[112.368376051575,28.5751697355474];[112.368360056468,28.5753816594312];[112.3690720873,28.5753077807754];[112.369069106095,28.5751288662544];[112.368874386688,28.5749731853247]}",网站爬取,高德地图,B02E1005NR,,,,,
湖南省,益阳市,赫山区,宾馆酒店区,五星级及以上宾馆酒店,中海城大酒店,,湖南省-益阳市-赫山区-宾馆酒店区-五星级及以上宾馆酒店-中海城大酒店,"{[112.14078,28.515818];[112.140787,28.515139];[112.140542,28.515132];[112.14052,28.51577];[112.14078,28.515818]}",网站爬取,高德地图,B02E1005NO,,,,,
湖南省,益阳市,资阳区,医院,三甲及以上医院,益阳市资阳人民医院,,湖南省-益阳市-资阳区-医院-三甲及以上医院-益阳市资阳人民医院,"{[112.325783095725,28.5997811195135];[112.325995643869,28.5999476318216];[112.326184269332,28.5997693585415];[112.326351922096,28.5997860298878];[112.326381875771,28.5995960655591];[112.326223205955,28.5995613858516];[112.326152344791,28.5996514772401];[112.326021622786,28.5995487773321];[112.325783095725,28.5997811195135]}",网站爬取,高德地图,B02E10057I,,,,,
湖南省,益阳市,赫山区,商业购物区,大型商业购物区,万木春购物广场,,湖南省-益阳市-赫山区-商业购物区-大型商业购物区-万木春购物广场,"{[112.36738191289,28.5817539990416];[112.367711440878,28.5817975451161];[112.368228712794,28.5817958715932];[112.368222737342,28.5815989709579];[112.367757392107,28.581599577014];[112.367759415862,28.5812757249427];[112.36766656115,28.5811079246533];[112.367615644131,28.580977052301];[112.36750681438,28.5807872835686];[112.366789812869,28.5811510665229];[112.366883665097,28.5812998719357];[112.366812764421,28.5813369494427];[112.366917598994,28.5815087295412];[112.367215182429,28.5813743962298];[112.367278084199,28.5814742664674];[112.367340996677,28.5814451967571];[112.367450826722,28.581606976497];[112.367377927449,28.581646054534];[112.367358948045,28.5817250428566];[112.36738191289,28.5817539990416]}",网站爬取,高德地图,B02E1003VE,,,,,
湖南省,益阳市,赫山区,学校校园,二类高校,益阳劳动科技职业技术学校,,湖南省-益阳市-赫山区-学校校园-二类高校-益阳劳动科技职业技术学校,"{[112.339313,28.59406];[112.33876,28.594221];[112.338698,28.594202];[112.338522,28.593781];[112.338404,28.593319];[112.339021,28.593357];[112.339065,28.593085];[112.340055,28.593243];[112.33986,28.593958];[112.339313,28.59406]}",网站爬取,高德地图,B02E1003E4,,,,,
湖南省,益阳市,赫山区,宾馆酒店区,五星级及以上宾馆酒店,华天大酒店(益阳店),,湖南省-益阳市-赫山区-宾馆酒店区-五星级及以上宾馆酒店-华天大酒店(益阳店),"{[112.348339975672,28.5703248914462];[112.34835395795,28.5702169155231];[112.348322041309,28.5699390963632];[112.348452794377,28.5699228746367];[112.348425887314,28.5694111515375];[112.348222273285,28.5694215037304];[112.34804960054,28.5694377995413];[112.347892896618,28.5694690610047];[112.347633376846,28.5696554344197];[112.347546532092,28.5697875282782];[112.347502604922,28.569924544242];[112.347437697583,28.5703104853044];[112.347685224295,28.5703090492288];[112.347938739296,28.5703235963683];[112.348339975672,28.5703248914462]}",网站爬取,高德地图,B02E1001SC,,,,,
湖南省,益阳市,赫山区,医院,三甲及以上医院,湖南省益阳市中心医院,,湖南省-益阳市-赫山区-医院-三甲及以上医院-湖南省益阳市中心医院,"{[112.34719045174543,28.574185756565317];[112.34846514737801,28.574264600236738];[112.34870572123235,28.574221223210795];[112.3487706121219,28.57414115256874];[112.34882952188207,28.57396213646279];[112.34881257045664,28.573738265252928];[112.34939652984833,28.57379128488258];[112.3495572479198,28.573768033366726];[112.34973394855126,28.57362181183327];[112.34985175180437,28.57349467784512];[112.3501781836853,28.57344217307344];[112.35032893783944,28.57322702665261];[112.35033393600966,28.5731430563757];[112.35026106486364,28.57312418238513];[112.34974297502961,28.573106029354474];[112.34973897205798,28.57322798099219];[112.34940755846198,28.573205530678273];[112.349442549416,28.57256276253078];[112.3494395865027,28.57217494142145];[112.34853120352912,28.572142446070053];[112.34813987391117,28.57251692513453];[112.3480849205145,28.573151730945348];[112.34725442234478,28.57312912544865];[112.34719045174543,28.574185756565317]}",网站爬取,高德地图,B02E1001PC,,,,,
湖南省,益阳市,赫山区,学校校园,二类高校,朝阳国际实验学校,,湖南省-益阳市-赫山区-学校校园-二类高校-朝阳国际实验学校,"{[112.351711216237,28.5637080262711];[112.351771038466,28.5645375586591];[112.351700168038,28.5645446755876];[112.351697170272,28.564584662989];[112.350746922022,28.564621265629];[112.350802734616,28.5656457163692];[112.350827654285,28.5660624887367];[112.350880549525,28.566144361907];[112.350988344231,28.5662131471503];[112.351095144354,28.5662409525036];[112.351180985541,28.566242805311];[112.351459475843,28.5661933533402];[112.351705027436,28.5661529545668];[112.351809834849,28.5661547762254];[112.351956561413,28.5662085041538];[112.352050380379,28.5663212955315];[112.352107252186,28.5666160684431];[112.353606542562,28.5665006112052];[112.353469829621,28.5659990610537];[112.353277239659,28.5652317217423];[112.353608645625,28.5651961867226];[112.353459046338,28.5635901447809];[112.351711216237,28.5637080262711]}",网站爬取,高德地图,B02E1000QQ,,,,,
湖南省,湘西土家族苗族自治州,吉首市,宾馆酒店区,大型商业购物区,边城国际大酒店（1-5层）,,湖南省-湘西土家族苗族自治州-吉首市-宾馆酒店区-大型商业购物区-边城国际大酒店（1-5层）,"{[109.734503243389,28.3152222292877];[109.735467574197,28.3150656908398];[109.735403662518,28.3144257898528];[109.734412352828,28.3145983451278];[109.734503243389,28.3152222292877]}",网站爬取,高德地图,B02E700E9C,,,,,
湖南省,湘西土家族苗族自治州,吉首市,宾馆酒店区,五星级及以上宾馆酒店,边城国际大酒店（5-顶层）,,湖南省-湘西土家族苗族自治州-吉首市-宾馆酒店区-五星级及以上宾馆酒店-边城国际大酒店（5-顶层）,"{[109.734503243389,28.3152222292877];[109.735467574197,28.3150656908398];[109.735403662518,28.3144257898528];[109.734412352828,28.3145983451278];[109.734503243389,28.3152222292877]}",网站爬取,高德地图,B02E700E9C,,,,,
湖南省,湘西土家族苗族自治州,吉首市,商业购物区,大型商业购物区,边贸综合商场,,湖南省-湘西土家族苗族自治州-吉首市-商业购物区-大型商业购物区-边贸综合商场,"{[109.730564644772,28.3264006478186];[109.730942288458,28.3267463342687];[109.731009229329,28.3267582848275];[109.731051193017,28.326756255001];[109.731206068486,28.3266211600061];[109.730737503765,28.326230541003];[109.730564644772,28.3264006478186]}",网站爬取,高德地图,B0FFG1B7VK,,,,,
湖南省,湘西土家族苗族自治州,吉首市,商业购物区,大型商业购物区,步步高广场(吉首店)(1-2层),,湖南省-湘西土家族苗族自治州-吉首市-商业购物区-大型商业购物区-步步高广场(吉首店)(1-2层),"{[109.73848788073497,28.31354295445853];[109.73766517510523,28.313706173519975];[109.7373913487064,28.312766344497728];[109.73738637364627,28.312436376449227];[109.73760030683032,28.31217633469306];[109.73797615587607,28.31227121487184];[109.73837798599442,28.312592072450958];[109.73848788073497,28.31354295445853]}",网站爬取,高德地图,B0FFG1B81O,,,,,
湖南省,湘西土家族苗族自治州,吉首市,住宅,大型住宅小区-高层,步步高广场(吉首店)(2-顶层),,湖南省-湘西土家族苗族自治州-吉首市-住宅-大型住宅小区-高层-步步高广场(吉首店)(2-顶层),"{[109.73848788073497,28.31354295445853];[109.73766517510523,28.313706173519975];[109.7373913487064,28.312766344497728];[109.73738637364627,28.312436376449227];[109.73760030683032,28.31217633469306];[109.73797615587607,28.31227121487184];[109.73837798599442,28.312592072450958];[109.73848788073497,28.31354295445853]}",网站爬取,高德地图,B0FFG1B81O,,,,,
湖南省,湘西土家族苗族自治州,凤凰县,公共场所,5A级景区,凤凰古城,,湖南省-湘西土家族苗族自治州-凤凰县-公共场所-5A级景区-凤凰古城,"{[109.598310261736,27.9553715921243];[109.599356013202,27.9553505356921];[109.600642589333,27.9560195198121];[109.601253355175,27.95641650071];[109.602915649649,27.9571743121011];[109.604897675931,27.9575148367171];[109.605530334881,27.9574986286444];[109.606826602249,27.9571060885143];[109.607526197512,27.956552709535];[109.607804060399,27.9558834764958];[109.607809100747,27.9552253616818];[109.606450051836,27.9537716624309];[109.605262778692,27.9530239515075];[109.604949969498,27.9526739915666];[109.604296367414,27.9517330258788];[109.604259437453,27.9509539025881];[109.604329441333,27.9503697822119];[109.604541361475,27.9499616502433];[109.6048132363,27.9497345291164];[109.605048122464,27.9495824295403];[109.605434923373,27.9494232762];[109.606047592225,27.9491960247286];[109.606410391071,27.9490148603918];[109.606865129425,27.9488026492095];[109.607182941597,27.9486444948146];[109.607580696002,27.9485073061356];[109.608273249396,27.9482959667568];[109.609244585243,27.9480184608244];[109.609747219998,27.9479491966981];[109.610505639052,27.9479728008301];[109.611216070434,27.948014412337];[109.611331976272,27.948010345165];[109.611462871247,27.9479752634107];[109.611579779578,27.9479021826251];[109.611643733099,27.9478031280282];[109.611695699684,27.9476550719073];[109.598310261736,27.9553715921243]}",网站爬取,高德地图,B02E700F2Q,,,,,
湖南省,湘西土家族苗族自治州,吉首市,宾馆酒店区,五星级及以上宾馆酒店,高原红大酒店(光明西路),,湖南省-湘西土家族苗族自治州-吉首市-宾馆酒店区-五星级及以上宾馆酒店-高原红大酒店(光明西路),"{[109.72978741045,28.3254853313974];[109.730127084027,28.3257240483868];[109.729929250784,28.325913175714];[109.72960456603,28.3256744496433];[109.72978741045,28.3254853313974]}",网站爬取,高德地图,B02E70013U,,,,,
湖南省,湘西土家族苗族自治州,吉首市,商业购物区,大型商业购物区,公务员小区(1层）,,湖南省-湘西土家族苗族自治州-吉首市-商业购物区-大型商业购物区-公务员小区(1层）,"{[109.69339247831941,28.270309382082978];[109.69335256372257,28.270203452576315];[109.69437766479213,28.26882382138642];[109.69458626480832,28.2687834821933];[109.69660533508161,28.27002517950835];[109.69542645973011,28.2715860021879];[109.69531168068946,28.271560188738345];[109.69339247831941,28.270309382082978]}",网站爬取,高德地图,B0FFHISZ0B,,,,,
湖南省,湘西土家族苗族自治州,吉首市,住宅,大型住宅小区-多层,公务员小区(2-顶层）,,湖南省-湘西土家族苗族自治州-吉首市-住宅-大型住宅小区-多层-公务员小区(2-顶层）,"{[109.69339247831941,28.270309382082978];[109.69335256372257,28.270203452576315];[109.69437766479213,28.26882382138642];[109.69458626480832,28.2687834821933];[109.69660533508161,28.27002517950835];[109.69542645973011,28.2715860021879];[109.69531168068946,28.271560188738345];[109.69339247831941,28.270309382082978]}",网站爬取,高德地图,B0FFHISZ0B,,,,,
湖南省,湘西土家族苗族自治州,凤凰县,商务办公区,一类商务办公区,国盛商业广场（1-7层）,,湖南省-湘西土家族苗族自治州-凤凰县-商务办公区-一类商务办公区-国盛商业广场（1-7层）,"{[109.66246280797361,28.21361094420228];[109.66403036530471,28.211891913957754];[109.66411621145082,28.211286736654536];[109.66479666121492,28.211333435270166];[109.66524562925763,28.21149257888064];[109.66585022046304,28.211983431008086];[109.66601082352577,28.212446132915968];[109.6659040245105,28.213061350161396];[109.66550285485707,28.214267142413522];[109.66515464946127,28.214229808763235];[109.66423368003244,28.215163589247787];[109.66246280797361,28.21361094420228]}",网站爬取,高德地图,B0FFGAQDTK,,,,,
